job_name,company_name,salary_low,salary_high,location,experience,education,company_size,industry,description
数据分析实习生,智联科技,12,16,罗湖区,1-3年,大专,500-999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Tableau、Spark、SQL。
数据分析师,智联科技,5,9,罗湖区,1-3年,本科,100-499人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、ETL。
数据分析实习生,星辰互联网,11,19,光明区,经验不限,大专,20-99人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、MySQL、A/B测试、PowerBI、Spark。
数据产品经理,比亚迪,15,32,龙华区,5-10年,大专,100-499人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、机器学习。
数据分析实习生,平安科技,14,26,福田区,应届生,硕士,1000-9999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、Tableau、Spark、ETL、PowerBI。
商业分析,中兴通讯,12,20,罗湖区,1-3年,大专,100-499人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、PowerBI、Hadoop、SQL、Hive。
数据产品经理,智联科技,13,22,盐田区,经验不限,大专,20-99人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据挖掘、Hadoop、统计分析。
BI分析师,华润置地,12,16,宝安区,1-3年,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、数据挖掘、Pandas、NumPy、FineBI。
数据运营,星辰互联网,14,27,龙岗区,应届生,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、NumPy。
商业分析,平安科技,12,20,坪山区,应届生,硕士,100-499人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、爬虫、Spark、Hive、MySQL。
数据挖掘工程师,腾讯科技,11,19,龙华区,经验不限,大专,100-499人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、MySQL、数据挖掘、机器学习。
数据分析实习生,华润置地,13,19,光明区,应届生,本科,0-20人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、Python。
商业分析,云帆数据,15,24,宝安区,1-3年,本科,10000人以上,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、Hive。
商业分析,华润置地,12,23,光明区,经验不限,本科,10000人以上,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、Hadoop、数据挖掘、MySQL。
BI分析师,顺丰速运,11,20,宝安区,5-10年,博士,1000-9999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、Spark、FineBI。
数据分析师,万科集团,11,18,坪山区,1-3年,博士,1000-9999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、SQL、FineBI。
商业分析,智联科技,5,12,罗湖区,1-3年,本科,1000-9999人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、数据挖掘、NumPy、Pandas。
数据分析实习生,腾讯科技,12,15,坪山区,经验不限,本科,20-99人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、Pandas、NumPy、Python。
数据产品经理,深蓝信息,6,13,盐田区,1-3年,本科,10000人以上,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、SQL、Excel、机器学习。
商业分析,深蓝信息,13,27,龙岗区,5-10年,大专,1000-9999人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Tableau、爬虫、SQL、Python、数据仓库。
数据运营,中兴通讯,13,28,坪山区,1-3年,硕士,20-99人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据挖掘、PowerBI、Pandas、Spark、Tableau。
数据分析实习生,腾讯科技,11,21,龙华区,3-5年,本科,1000-9999人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、统计分析、可视化。
数据产品经理,华为技术,13,29,龙岗区,5-10年,本科,10000人以上,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据挖掘、统计分析。
数据运营,万科集团,11,18,南山区,经验不限,本科,20-99人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、爬虫。
数据挖掘工程师,顺丰速运,14,23,福田区,1-3年,硕士,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、NumPy、MySQL。
商业分析,云帆数据,14,20,坪山区,3-5年,本科,1000-9999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、Excel、Hive。
BI分析师,华为技术,14,23,南山区,3-5年,硕士,20-99人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Tableau、Spark、Hive。
BI分析师,中兴通讯,13,28,福田区,3-5年,本科,20-99人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、可视化、A/B测试。
数据产品经理,星辰互联网,17,29,罗湖区,1-3年,本科,1000-9999人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、Excel、SQL。
数据分析师,深蓝信息,12,27,福田区,5-10年,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、可视化、Hadoop。
数据挖掘工程师,深蓝信息,8,13,光明区,1-3年,本科,500-999人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、Pandas、Tableau。
数据分析实习生,云帆数据,8,14,宝安区,3-5年,本科,10000人以上,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、可视化、FineBI、统计分析、机器学习。
数据运营,招商银行,11,17,福田区,应届生,本科,500-999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、PowerBI。
商业分析,万科集团,14,18,南山区,经验不限,大专,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、NumPy、Hive。
数据产品经理,万科集团,6,16,龙华区,1-3年,本科,1000-9999人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、NumPy、Hive。
数据分析师,华润置地,11,18,龙岗区,1-3年,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、Hive、Spark、可视化。
数据分析实习生,星辰互联网,14,26,坪山区,1-3年,硕士,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、SQL、ETL。
BI分析师,平安科技,15,27,光明区,经验不限,本科,500-999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、Excel、ETL、PowerBI、SQL。
数据分析师,极光智能,13,20,福田区,应届生,本科,1000-9999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、PowerBI、Spark。
数据分析实习生,云帆数据,9,17,福田区,1-3年,本科,10000人以上,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、机器学习、ETL。
商业分析,华润置地,11,19,龙华区,经验不限,本科,1000-9999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、MySQL、Spark、PowerBI、Hadoop。
数据挖掘工程师,招商银行,9,20,龙岗区,应届生,本科,500-999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、NumPy、PowerBI、Spark、机器学习。
BI分析师,智联科技,13,26,龙华区,经验不限,硕士,10000人以上,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、Tableau、Hadoop、数据仓库、NumPy。
BI分析师,智联科技,12,17,南山区,1-3年,硕士,20-99人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、可视化。
数据产品经理,平安科技,11,18,南山区,经验不限,本科,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、Python、数据仓库、可视化、ETL。
数据运营,腾讯科技,12,22,坪山区,3-5年,本科,1000-9999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、FineBI、Hive。
BI分析师,顺丰速运,11,22,龙华区,经验不限,本科,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、数据仓库、机器学习、ETL、爬虫。
数据挖掘工程师,智联科技,8,19,南山区,应届生,本科,500-999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、Tableau。
数据挖掘工程师,比亚迪,13,23,福田区,3-5年,硕士,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据挖掘、SQL、Excel、FineBI、数据仓库。
数据分析实习生,万科集团,12,18,龙岗区,3-5年,本科,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、Tableau。
数据挖掘工程师,大疆创新,17,32,坪山区,经验不限,本科,20-99人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、Hadoop。
数据挖掘工程师,华为技术,13,19,龙华区,1-3年,本科,500-999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、数据挖掘、A/B测试、MySQL。
商业分析,平安科技,13,19,光明区,应届生,本科,1000-9999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、数据挖掘。
商业分析,比亚迪,11,23,龙华区,应届生,大专,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据挖掘、Pandas、NumPy、Excel。
BI分析师,华润置地,13,22,光明区,应届生,大专,500-999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、Python、爬虫、可视化。
BI分析师,深蓝信息,12,28,宝安区,1-3年,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据挖掘、爬虫、FineBI。
商业分析,顺丰速运,12,24,光明区,经验不限,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、PowerBI、A/B测试。
商业分析,比亚迪,12,18,光明区,3-5年,本科,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、Spark、PowerBI。
数据运营,顺丰速运,13,26,盐田区,5-10年,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、Hadoop、Pandas、PowerBI。
数据产品经理,星辰互联网,17,27,坪山区,应届生,本科,10000人以上,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、爬虫、Excel。
商业分析,平安科技,8,14,罗湖区,经验不限,本科,1000-9999人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、A/B测试、MySQL、统计分析、可视化。
数据挖掘工程师,华润置地,15,31,福田区,应届生,本科,500-999人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、SQL、统计分析。
商业分析,华为技术,7,16,南山区,应届生,本科,1000-9999人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、Hadoop、统计分析。
BI分析师,平安科技,16,28,龙华区,5-10年,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、NumPy。
数据挖掘工程师,招商银行,11,19,坪山区,1-3年,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、Excel、爬虫、SQL、Pandas。
数据分析师,智联科技,12,23,龙岗区,3-5年,本科,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、ETL、可视化。
商业分析,智联科技,6,16,龙岗区,应届生,本科,100-499人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、数据仓库、可视化。
数据运营,星辰互联网,13,24,福田区,1-3年,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、PowerBI、A/B测试、Pandas。
数据产品经理,比亚迪,12,20,光明区,1-3年,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、Tableau、爬虫、Excel、NumPy。
数据分析师,平安科技,10,18,龙华区,1-3年,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、统计分析、可视化。
数据产品经理,深蓝信息,14,23,龙岗区,1-3年,本科,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、SQL、Hadoop、Python。
商业分析,华润置地,13,29,坪山区,1-3年,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、Tableau、Excel、Python、机器学习。
BI分析师,顺丰速运,11,17,龙岗区,3-5年,本科,1000-9999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、Hive、Pandas、FineBI、数据挖掘。
数据挖掘工程师,星辰互联网,7,13,南山区,3-5年,本科,20-99人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、机器学习、爬虫、SQL、A/B测试。
数据挖掘工程师,华为技术,9,19,宝安区,经验不限,本科,500-999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Tableau、NumPy、PowerBI、ETL、SQL。
BI分析师,华润置地,17,28,龙岗区,经验不限,本科,100-499人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、Pandas、NumPy、可视化。
数据产品经理,平安科技,8,17,龙岗区,经验不限,本科,1000-9999人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、NumPy、数据挖掘、可视化、统计分析。
BI分析师,云帆数据,12,26,罗湖区,1-3年,硕士,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、数据仓库、Python、Excel、A/B测试。
数据分析师,星辰互联网,10,20,坪山区,1-3年,硕士,1000-9999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据挖掘、Spark、爬虫、数据仓库、NumPy。
数据运营,深蓝信息,16,32,南山区,应届生,本科,1000-9999人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、Tableau。
数据分析实习生,云帆数据,12,26,龙岗区,3-5年,本科,1000-9999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、Hadoop、数据挖掘、FineBI。
商业分析,智联科技,13,23,罗湖区,1-3年,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、Python。
BI分析师,招商银行,10,19,坪山区,1-3年,大专,500-999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、NumPy。
数据分析师,云帆数据,13,26,福田区,应届生,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、FineBI、Excel、Hive、Python。
数据运营,云帆数据,9,17,宝安区,1-3年,本科,100-499人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、Excel、Pandas、NumPy、ETL。
商业分析,比亚迪,16,28,龙岗区,经验不限,本科,20-99人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、爬虫、PowerBI、Hive。
商业分析,顺丰速运,14,31,南山区,3-5年,本科,20-99人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、机器学习、MySQL、Excel、Python。
商业分析,极光智能,7,11,光明区,1-3年,本科,1000-9999人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、数据仓库。
数据分析师,深蓝信息,12,19,南山区,5-10年,本科,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、统计分析、Excel、NumPy、数据挖掘。
数据分析实习生,星辰互联网,10,22,龙岗区,1-3年,本科,500-999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、可视化。
数据分析实习生,华为技术,10,16,光明区,应届生,本科,20-99人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、Python、NumPy。
数据运营,华润置地,10,19,坪山区,3-5年,本科,20-99人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据挖掘、Pandas、Python。
BI分析师,华为技术,12,18,罗湖区,1-3年,本科,20-99人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hive、Hadoop、SQL、MySQL、Tableau。
数据分析师,深蓝信息,11,22,福田区,经验不限,本科,0-20人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、SQL。
数据分析实习生,深蓝信息,15,24,南山区,1-3年,硕士,1000-9999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、Spark、FineBI、可视化、数据仓库。
数据运营,华为技术,9,20,坪山区,1-3年,大专,20-99人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、Excel。
数据挖掘工程师,顺丰速运,9,19,龙华区,应届生,本科,100-499人,医疗健康,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、爬虫、机器学习、A/B测试。
数据挖掘工程师,招商银行,12,22,坪山区,3-5年,本科,0-20人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、机器学习、ETL、Hadoop、FineBI。
数据产品经理,大疆创新,5,16,罗湖区,应届生,本科,20-99人,物流,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、NumPy、数据挖掘、Excel、FineBI。
数据产品经理,深蓝信息,10,14,龙华区,1-3年,本科,500-999人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、Excel、SQL。
数据运营,顺丰速运,13,24,龙华区,3-5年,本科,1000-9999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、A/B测试、数据挖掘、机器学习。
数据挖掘工程师,星辰互联网,11,19,福田区,应届生,本科,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、ETL、Hadoop、PowerBI、A/B测试。
数据分析师,华为技术,11,22,龙岗区,3-5年,本科,1000-9999人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、Spark。
商业分析,华润置地,11,20,南山区,1-3年,本科,10000人以上,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 统计分析、A/B测试。
数据分析师,中兴通讯,17,27,福田区,3-5年,大专,0-20人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、PowerBI、统计分析。
BI分析师,顺丰速运,12,27,福田区,应届生,大专,10000人以上,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、Excel、Spark、Pandas、SQL。
BI分析师,大疆创新,6,12,光明区,1-3年,本科,100-499人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、Tableau、数据挖掘、ETL。
BI分析师,万科集团,13,23,宝安区,1-3年,本科,1000-9999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、Excel、数据挖掘、统计分析、NumPy。
数据产品经理,星辰互联网,16,24,坪山区,3-5年,博士,1000-9999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 MySQL、ETL、FineBI、Hadoop。
商业分析,顺丰速运,10,13,龙岗区,应届生,本科,0-20人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、MySQL、Hive、Hadoop。
数据分析师,招商银行,10,17,宝安区,经验不限,硕士,10000人以上,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、数据仓库。
数据挖掘工程师,极光智能,10,15,龙岗区,应届生,本科,1000-9999人,医疗健康,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、Python、Hadoop、NumPy。
数据挖掘工程师,深蓝信息,14,32,盐田区,1-3年,本科,0-20人,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、FineBI。
数据运营,深蓝信息,13,18,宝安区,3-5年,本科,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、Python、NumPy、ETL。
数据运营,华为技术,9,15,龙华区,1-3年,本科,500-999人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、Spark、NumPy、Tableau。
数据产品经理,中兴通讯,12,22,龙华区,应届生,硕士,500-999人,通信,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、数据仓库、Tableau、统计分析。
数据分析实习生,云帆数据,11,17,南山区,5-10年,硕士,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Tableau、Spark。
数据产品经理,万科集团,10,12,福田区,5-10年,大专,1000-9999人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、Spark、Tableau。
数据产品经理,智联科技,8,20,龙华区,1-3年,本科,20-99人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、数据挖掘。
商业分析,中兴通讯,5,9,光明区,5-10年,硕士,100-499人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、ETL、统计分析、Pandas、MySQL。
数据挖掘工程师,智联科技,9,14,宝安区,应届生,大专,1000-9999人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、Spark、数据挖掘、Pandas。
数据分析实习生,云帆数据,11,21,福田区,1-3年,硕士,20-99人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Python、可视化、Tableau、数据仓库、ETL。
数据分析实习生,大疆创新,12,19,坪山区,1-3年,本科,100-499人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、机器学习、Pandas、SQL。
商业分析,平安科技,16,29,南山区,1-3年,本科,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 PowerBI、Pandas、Python、FineBI、Tableau。
数据挖掘工程师,华为技术,8,17,罗湖区,3-5年,本科,1000-9999人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、ETL、统计分析、Tableau。
数据分析实习生,中兴通讯,15,25,南山区,经验不限,本科,20-99人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 数据仓库、SQL、NumPy、Pandas。
BI分析师,大疆创新,12,24,宝安区,1-3年,硕士,1000-9999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 ETL、MySQL、机器学习、数据仓库、爬虫。
BI分析师,深蓝信息,10,22,坪山区,3-5年,本科,500-999人,互联网,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、Tableau。
数据挖掘工程师,招商银行,7,12,龙岗区,应届生,大专,500-999人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 NumPy、数据挖掘、Spark。
商业分析,华润置地,6,11,光明区,1-3年,硕士,100-499人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 FineBI、数据仓库。
商业分析,平安科技,16,26,龙岗区,1-3年,本科,10000人以上,人工智能,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Pandas、数据仓库。
BI分析师,深蓝信息,7,15,龙华区,3-5年,本科,500-999人,教育,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 SQL、Tableau、数据挖掘、统计分析、NumPy。
商业分析,深蓝信息,11,14,龙华区,1-3年,大专,100-499人,电子商务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Hadoop、Python、Spark、爬虫。
数据产品经理,智联科技,12,22,福田区,5-10年,本科,100-499人,软件服务,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Spark、数据挖掘、可视化、Excel、PowerBI。
商业分析,星辰互联网,15,28,坪山区,3-5年,硕士,100-499人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 Excel、爬虫、Hive。
数据分析师,平安科技,16,27,宝安区,3-5年,本科,20-99人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 A/B测试、SQL。
数据运营,极光智能,7,13,盐田区,1-3年,本科,20-99人,制造,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 机器学习、Hadoop。
数据挖掘工程师,中兴通讯,15,24,坪山区,经验不限,本科,1000-9999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 爬虫、Python。
BI分析师,星辰互联网,13,29,宝安区,3-5年,本科,500-999人,金融,负责业务数据的采集与清洗，输出分析报告与数据看板，支撑运营决策。 要求熟练使用 可视化、Hive、Python、ETL。
